station,date,reserve,min,max,planned,plan_percent,completance,coal_type,delivery,spending,days,station_id,latitude,longitude,owner,spending_a_jan2016,spending_p_jan2016,spending_g_jan2016
Миронівська ТЕС,2017-07-19,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-19,8,,90.0,8,100,0,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-03,7,,90.0,10,70,-3,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-03,21,,90.0,14,150,7,газове,1.036,1.247,17,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-03-15,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-03-15,21,,90.0,17,124,4,газове,0.55,0.646,33,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-12,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-12,8,,90.0,8,100,0,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-24,15,,90.0,8,188,7,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-24,19,,90.0,45,42,-26,газове,1.098,1.005,19,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-01-16,15,,90.0,11,136,4,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-01-16,12,,90.0,30,40,-18,газове,2.016,1.405,9,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-10,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-10,8,,90.0,8,100,0,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-24,9,,90.0,6,150,3,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-24,8,,90.0,17,47,-9,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-03-28,9,,90.0,7,129,2,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-03-28,20,,90.0,20,100,0,газове,0.0,0.617,32,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-06,7,,90.0,10,70,-3,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-06,21,,90.0,14,150,7,газове,0.486,1.369,15,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-05,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-05,8,,90.0,8,100,0,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-20,15,,90.0,8,188,7,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-20,19,,90.0,44,43,-25,газове,1.438,1.305,15,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-03,9,,90.0,6,150,3,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-03,8,,90.0,17,47,-9,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-12-07,15,,90.0,8,188,7,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-12-07,22,,90.0,43,51,-21,газове,1.661,1.332,17,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-01,15,,90.0,14,107,1,антрацит,1.39,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-01,20,,90.0,14,143,6,газове,1.384,0.658,30,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-06-19,9,,90.0,29,31,-20,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-06-19,8,,90.0,0,,,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-26,9,,90.0,6,150,3,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-26,8,,90.0,17,47,-9,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-09,15,,90.0,7,214,8,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-09,20,,90.0,43,47,-23,газове,0.0,0.684,29,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-04-27,9,,90.0,4,225,5,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-04-27,9,,90.0,21,43,-12,газове,0.0,0.505,18,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-01-22,15,,90.0,9,167,6,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-01-22,14,,90.0,32,44,-18,газове,1.447,0.712,20,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-02-08,15,,,6,250,9,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-02-08,12,,,35,34,-23,газове,0.0,1.25,10,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-29,9,,90.0,6,150,3,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-29,8,,90.0,17,47,-9,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-12-26,15,,90.0,5,300,10,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-12-26,14,,90.0,37,38,-23,газове,2.206,1.265,11,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-02-27,15,,,-1,-1500,16,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-02-27,17,,,45,38,-28,газове,0.452,1.468,12,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-02-28,9,,90.0,16,56,-7,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-02-28,19,,90.0,19,100,0,газове,1.437,0.656,29,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-08-10,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-08-10,10,,90.0,10,100,0,газове,0.962,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-19,9,,90.0,6,150,3,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-19,8,,90.0,17,47,-9,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-08-11,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-08-11,11,,90.0,10,110,1,газове,0.826,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-04-03,4,,,0,,,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-04-03,14,,,18,78,-4,газове,0.0,1.384,10,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-04-19,9,,90.0,4,225,5,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-04-19,14,,90.0,21,67,-7,газове,0.0,0.641,22,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-05,7,,90.0,10,70,-3,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-05,22,,90.0,14,157,8,газове,2.276,1.332,17,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-11,9,,90.0,6,150,3,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-11,8,,90.0,17,47,-9,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-03-27,9,,90.0,7,129,2,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-03-27,20,,90.0,20,100,0,газове,0.0,0.64,31,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-05,9,,90.0,6,150,3,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-05,8,,90.0,17,47,-9,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-09-01,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-09-01,12,,90.0,14,86,-2,газове,0.0,0.459,26,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-06-21,9,,90.0,31,29,-22,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-06-21,8,,90.0,0,,,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-02-07,15,,,6,250,9,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-02-07,13,,,35,37,-22,газове,0.69,1.473,9,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-12,7,,90.0,11,64,-4,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-12,19,,90.0,14,136,5,газове,0.001,1.257,15,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-03-09,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-03-09,23,,90.0,16,144,7,газове,1.446,0.643,36,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-02-21,15,,,1,1500,14,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-02-21,17,,,43,40,-26,газове,0.973,0.725,23,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-16,9,,90.0,6,150,3,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-16,8,,90.0,17,47,-9,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-06-12,9,,90.0,23,39,-14,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-06-12,8,,90.0,0,,,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-08-09,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-08-09,9,,90.0,9,100,0,газове,0.828,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-17,7,,90.0,12,58,-5,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-17,17,,90.0,14,121,3,газове,0.0,0.647,26,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-22,15,,90.0,8,188,7,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-22,19,,90.0,44,43,-25,газове,1.653,1.163,16,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-03-19,11,,,5,220,6,антрацит,0.0,0.594,19,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-03-19,20,,,38,53,-18,газове,0.0,0.565,35,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-18,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-18,8,,90.0,8,100,0,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-04-03,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-04-03,16,,90.0,16,100,0,газове,0.0,0.646,25,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-14,15,,90.0,8,188,7,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-14,18,,90.0,44,41,-26,газове,1.663,1.149,16,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-12-29,15,,90.0,5,300,10,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-12-29,11,,90.0,36,31,-25,газове,0.0,1.348,8,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-04-28,9,,90.0,4,225,5,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-04-28,8,,90.0,21,38,-13,газове,0.0,0.628,13,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-08-07,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-08-07,8,,90.0,9,89,-1,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-26,7,,90.0,13,54,-6,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-26,20,,90.0,14,143,6,газове,1.827,1.078,19,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-08-15,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-08-15,13,,90.0,11,118,2,газове,1.171,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-22,9,,90.0,6,150,3,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-05-22,8,,90.0,17,47,-9,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-03-01,9,,90.0,16,56,-7,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-03-01,22,,90.0,19,116,3,газове,3.52,0.683,32,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-12-05,15,,90.0,8,188,7,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-12-05,21,,90.0,44,48,-23,газове,1.45,1.3,16,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-03-22,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-03-22,23,,90.0,17,135,6,газове,1.173,0.681,34,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-06,15,,90.0,16,94,-1,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-06,20,,90.0,12,167,8,газове,2.274,1.202,17,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-02-02,15,,,6,250,9,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-02-02,17,,,34,50,-17,газове,0.0,1.378,12,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-03-05,15,,,6,250,9,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-03-05,16,,,38,42,-22,газове,1.666,1.449,11,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-09-21,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-09-21,14,,90.0,14,100,0,газове,1.393,0.622,23,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-07,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-07,8,,90.0,8,100,0,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-19,7,,90.0,12,58,-5,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-19,18,,90.0,14,129,4,газове,0.538,0.714,25,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-21,15,,90.0,8,188,7,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-21,19,,90.0,44,43,-25,газове,0.739,1.251,15,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-03-10,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-03-10,24,,90.0,16,150,8,газове,1.238,0.638,38,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-02-23,15,,,0,,,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-02-23,17,,,44,39,-27,газове,1.32,0.771,22,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-04-11,9,,90.0,5,180,4,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-04-11,14,,90.0,21,67,-7,газове,1.175,0.626,22,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-01-03,15,,90.0,15,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-01-03,13,,90.0,26,50,-13,газове,0.547,1.183,11,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-24,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-24,8,,90.0,8,100,0,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-06-15,9,,90.0,26,35,-17,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-06-15,8,,90.0,0,,,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-12-14,15,,90.0,7,214,8,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-12-14,17,,90.0,41,41,-24,газове,0.0,1.307,13,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-17,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-07-17,8,,90.0,8,100,0,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-01-10,15,,90.0,13,115,2,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-01-10,13,,90.0,28,46,-15,газове,1.719,1.242,10,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-03-29,4,,,4,100,0,антрацит,0.0,0.468,9,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-03-29,18,,,38,47,-20,газове,0.0,1.075,17,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-06-01,9,,90.0,6,150,3,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-06-01,8,,90.0,17,47,-9,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-15,15,,90.0,8,188,7,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-11-15,18,,90.0,44,41,-26,газове,1.591,1.219,15,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-03-13,15,,,6,250,9,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2018-03-13,16,,,38,42,-22,газове,0.0,1.305,12,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-18,7,,90.0,12,58,-5,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-10-18,18,,90.0,14,129,4,газове,1.795,0.625,29,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-08-29,9,,90.0,9,100,0,антрацит,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
Миронівська ТЕС,2017-08-29,13,,90.0,13,100,0,газове,0.0,0.0,0,x,48.480556,38.289722,"ДТЕК, Рінат Ахметов",0.7,0.0,0.5
